score,group
0.872408,within
0.668708,within
0.665287,within
0.948535,within
0.639873,within
0.620028,within
0.819257,within
0.721068,within
0.730413,within
0.637816,within
0.798973,within
0.728147,within
0.728974,within
0.822736,within
0.839680,within
0.766500,within
0.790897,within
0.795010,within
0.739348,within
0.621779,within
0.804340,within
0.667955,within
0.725913,within
0.579692,within
0.677613,within
0.577465,within
0.684337,within
0.651217,within
0.661284,within
0.844075,within
0.674799,within
0.681436,within
0.815338,within
0.918163,within
0.821391,within
0.867393,within
0.614061,within
0.825363,within
0.698579,within
0.786579,within
0.728648,within
0.683802,within
0.631825,within
0.677464,within
0.677897,within
0.654943,within
0.682601,within
0.647966,within
0.766099,within
0.782192,within
0.685098,within
0.805372,within
0.614626,within
0.786446,within
0.792935,within
0.665539,within
0.613119,within
0.684955,within
0.639005,within
0.674015,within
0.770159,within
0.791112,within
0.796592,within
0.637952,within
0.776358,within
0.719120,within
0.755781,within
0.692300,within
0.679835,within
0.596000,within
0.594942,within
0.700103,within
0.817605,within
0.782180,within
0.805111,within
0.688935,within
0.910444,within
0.893634,within
0.889530,within
0.783641,within
0.788792,within
0.788833,within
0.695204,within
0.659095,within
0.638266,within
0.629272,within
0.576468,within
0.630279,within
0.676676,within
0.848205,within
0.616175,within
0.756369,within
0.812017,within
0.691813,within
0.797121,within
0.799701,within
0.758867,within
0.781450,within
0.720441,within
0.673147,within
0.577607,within
0.634833,within
0.668293,within
0.761117,within
0.758581,within
0.872022,within
0.779218,within
0.805590,within
0.659052,within
0.667587,within
0.747907,within
0.824660,within
0.788134,within
0.830464,within
0.690506,within
0.766082,within
0.797117,within
0.646311,within
0.617584,within
0.665096,within
0.670903,within
0.891753,within
0.687409,within
0.709429,within
0.650472,within
0.659117,within
0.706488,within
0.805385,within
0.761240,within
0.676370,within
0.687457,within
0.896904,within
0.888280,within
0.739194,within
0.647305,within
0.785767,within
0.926968,within
0.923668,within
0.624498,within
0.677599,within
0.679499,within
0.703985,within
0.697309,within
0.647140,within
0.694692,within
0.689619,within
0.772721,within
0.760728,within
0.680525,within
0.720069,within
0.659372,within
0.681935,within
0.800330,within
0.720677,within
0.711050,within
0.743389,within
0.673004,within
0.702240,within
0.638413,within
0.661716,within
0.616031,within
0.617849,within
0.776085,within
0.783069,within
0.795191,within
0.670944,within
0.742388,within
0.792871,within
0.635555,within
0.815275,within
0.781980,within
0.848141,within
0.675564,within
0.802539,within
0.650903,within
0.766724,within
0.762458,within
0.723714,within
0.679566,within
0.844217,within
0.690595,within
0.765432,within
0.897374,within
0.790635,within
0.706108,within
0.653798,within
0.700160,within
0.839177,within
0.751187,within
0.691422,within
0.664970,within
0.738096,within
0.817242,within
0.747030,within
0.705337,within
0.673108,within
0.583780,within
0.659712,within
0.914270,within
0.658440,within
0.738680,within
0.677395,within
0.663002,within
0.747519,within
0.742878,within
0.766521,within
0.673278,within
0.809946,within
0.940997,within
0.721683,within
0.591861,within
0.790020,within
0.845066,within
0.789858,within
0.668961,within
0.770969,within
0.695311,within
0.891728,within
0.879025,within
0.675656,within
0.791843,within
0.715741,within
0.894025,within
0.918779,within
0.917626,within
0.619271,within
0.798084,within
0.740188,within
0.713777,within
0.673801,within
0.702681,within
0.637242,within
0.662054,within
0.884547,within
0.928336,within
0.636854,within
0.708120,within
0.743952,within
0.771280,within
0.820714,within
0.753048,within
0.617951,within
0.818125,within
0.672797,within
0.773630,within
0.754187,within
0.889610,within
0.731643,within
0.745290,within
0.917156,within
0.886866,within
0.746895,within
0.849337,within
0.829334,within
0.765009,within
0.674236,within
0.737621,within
0.795919,within
0.748479,within
0.743017,within
0.724691,within
0.728073,within
0.683444,within
0.724953,within
0.955997,within
0.822587,within
0.687311,within
0.807454,within
0.718942,within
0.626101,within
0.599590,within
0.641813,within
0.822343,within
0.609961,within
0.566840,within
0.702255,within
0.642624,within
0.790464,within
0.818956,within
0.735696,within
0.796239,within
0.590882,within
0.719571,within
0.692556,within
0.730181,within
0.631209,within
0.611183,within
0.627860,within
0.701272,within
0.674745,within
0.770885,within
0.739767,within
0.722029,within
0.714553,within
0.729288,within
0.878753,within
0.722755,within
0.645103,within
0.887083,within
0.836432,within
0.667142,within
0.631450,within
0.667810,within
0.863053,within
0.859514,within
0.937879,within
0.776348,within
0.791562,within
0.948258,within
0.916764,within
0.721784,within
0.783810,within
0.790865,within
0.847750,within
0.600847,within
0.671218,within
0.606320,within
0.794133,within
0.863945,within
0.770641,within
0.879610,within
0.773044,within
0.891657,within
0.726427,within
0.806256,within
0.882504,within
0.928239,within
0.777004,within
0.687601,within
0.623487,within
0.702417,within
0.614167,within
0.835356,within
0.775261,within
0.758778,within
0.680311,within
0.643616,within
0.714558,within
0.795598,within
0.789993,within
0.771451,within
0.929943,within
0.663761,within
0.641930,within
0.782825,within
0.657824,within
0.702456,within
0.806568,within
0.606878,within
0.700827,within
0.635723,within
0.681537,within
0.779200,within
0.707650,within
0.791333,within
0.764238,within
0.741714,within
0.695529,within
0.742173,within
0.882031,within
0.855909,within
0.689358,within
0.675932,within
0.650066,within
0.839687,within
0.875520,within
0.876430,within
0.779459,within
0.680026,within
0.662634,within
0.741660,within
0.625626,within
0.583648,within
0.637153,within
0.728465,within
0.816797,within
0.772954,within
0.676151,within
0.650778,within
0.901796,within
0.705616,within
0.798119,within
0.713956,within
0.605486,within
0.700799,within
0.744638,within
0.708978,within
0.625953,within
0.712653,within
0.884299,within
0.731883,within
0.645664,within
0.740798,within
0.898513,within
0.771222,within
0.806415,within
0.813190,within
0.626608,within
0.669223,within
0.623130,within
0.624258,within
0.606044,within
0.636818,within
0.658330,within
0.727927,within
0.916197,within
0.972367,within
0.895626,within
0.689023,within
0.690825,within
0.610872,within
0.580819,within
0.738654,within
0.683481,within
0.651891,within
0.691566,within
0.692140,within
0.692671,within
0.687326,within
0.882880,within
0.674868,within
0.678865,within
0.883993,within
0.742818,within
0.748667,within
0.586581,within
0.561191,within
0.655906,within
0.728380,within
0.690625,within
0.714532,within
0.758204,within
0.647501,within
0.890301,within
0.683210,within
0.801490,within
0.665618,within
0.786386,within
0.686013,within
0.736377,within
0.683527,within
0.707362,within
0.861489,within
0.679101,within
0.594683,within
0.671454,within
0.673855,within
0.683837,within
0.705846,within
0.695237,within
0.634178,within
0.891594,within
0.913191,within
0.796293,within
0.765573,within
0.671726,within
0.760821,within
0.779284,within
0.629590,within
0.819824,within
0.674230,within
0.745575,within
0.780696,within
0.678599,within
0.661291,within
0.662364,within
0.670903,within
0.873750,within
0.825139,within
0.850581,within
0.840871,within
0.731039,within
0.609258,within
0.724894,within
0.839004,within
0.743321,within
0.710250,within
0.786305,within
0.780383,within
0.651699,within
0.625239,within
0.647761,within
0.673826,within
0.968368,within
0.634260,within
0.733876,within
0.819628,within
0.733691,within
0.650214,within
0.741135,within
0.800425,within
0.819458,within
0.860187,within
0.812951,within
0.812152,within
0.735792,within
0.744979,within
0.950333,within
0.967311,within
0.738656,within
0.782870,within
0.859836,within
0.730093,within
0.821801,within
0.750133,within
0.880563,within
0.683693,within
0.804511,within
0.729154,within
0.716084,within
0.687392,within
0.614408,within
0.715642,within
0.890855,within
0.873162,within
0.876420,within
0.939284,within
0.887238,within
0.848730,within
0.823998,within
0.832523,within
0.920561,within
0.937878,within
0.838798,within
0.956629,within
0.778628,within
0.778714,within
0.856024,within
0.864256,within
0.748245,within
0.704706,within
0.871045,within
0.759801,within
0.736525,within
0.675205,within
0.677900,within
0.757366,within
0.790729,within
0.740432,within
0.651181,within
0.825352,within
0.818449,within
0.740032,within
0.772106,within
0.616026,within
0.745469,within
0.793795,within
0.835680,within
0.797744,within
0.593337,within
0.530584,within
0.663688,within
0.702620,within
0.723357,within
0.681693,within
0.692513,within
0.635870,within
0.892339,within
0.901204,within
0.739292,within
0.772025,within
0.642537,within
0.655917,within
0.888064,within
0.805109,within
0.622782,within
0.567487,within
0.855889,within
0.850763,within
0.727164,within
0.921925,within
0.620053,within
0.714949,within
0.669847,within
0.769041,within
0.741804,within
0.690737,within
0.689774,within
0.693263,within
0.568389,within
0.608635,within
0.894000,within
0.655205,within
0.665139,within
0.774572,within
0.889296,within
0.889689,within
0.806642,within
0.779934,within
0.656991,within
0.755374,within
0.830093,within
0.740745,within
0.553884,within
0.724075,within
0.726049,within
0.727580,within
0.687601,within
0.689674,within
0.657747,within
0.782737,within
0.688078,within
0.862893,within
0.679876,within
0.630221,within
0.683785,within
0.737842,within
0.601878,within
0.602619,within
0.597954,within
0.747427,within
0.681984,within
0.885923,within
0.654831,within
0.802712,within
0.587862,within
0.585056,within
0.837930,within
0.662310,within
0.625924,within
0.682377,within
0.602806,within
0.712765,within
0.690238,within
0.713899,within
0.805932,within
0.698203,within
0.627895,within
0.668680,within
0.614058,within
0.883574,within
0.724784,within
0.663296,within
0.662168,within
0.633128,within
0.749642,within
0.689735,within
0.720696,within
0.651514,within
0.586577,within
0.615704,within
0.587165,within
0.636213,within
0.868022,within
0.651994,within
0.701683,within
0.797787,within
0.550770,within
0.754718,within
0.570257,within
0.735938,within
0.746613,within
0.689372,within
0.590618,within
0.873343,within
0.798413,within
0.677262,within
0.590792,within
0.581253,within
0.889928,within
0.706911,within
0.753007,within
0.684949,within
0.672193,within
0.632807,within
0.749215,within
0.708502,within
0.711151,within
0.876695,within
0.760513,within
0.820816,within
0.903624,within
0.755559,within
0.749285,within
0.717117,within
0.761614,within
0.595420,within
0.682759,within
0.896652,within
0.874051,within
0.889067,within
0.663278,within
0.611478,within
0.686301,within
0.713250,within
0.676362,within
0.603704,within
0.673764,within
0.614016,within
0.682884,within
0.630518,within
0.575153,within
0.571269,within
0.739672,within
0.682192,within
0.830591,within
0.823576,within
0.775342,within
0.766124,within
0.787706,within
0.651960,within
0.737636,within
0.791337,within
0.661872,within
0.679275,within
0.511522,within
0.813204,within
0.777454,within
0.757937,within
0.881971,within
0.656902,within
0.849842,within
0.642021,within
0.706153,within
0.786407,within
0.791331,within
0.943776,within
0.770783,within
0.652412,within
0.888369,within
0.867687,within
0.733209,within
0.658985,within
0.891152,within
0.925754,within
0.927516,within
0.949317,within
0.750819,within
0.680782,within
0.719348,within
0.721510,within
0.666864,within
0.611947,within
0.510972,within
0.579062,within
0.785696,within
0.883991,within
0.916669,within
0.809189,within
0.927588,within
0.718307,within
0.617108,within
0.763508,within
0.730993,within
0.718661,within
0.884864,within
0.589402,within
0.864979,within
0.771041,within
0.694316,within
0.768228,within
0.693195,within
0.751282,within
0.844201,within
0.775232,within
0.755403,within
0.930817,within
0.769536,within
0.711640,within
0.769693,within
0.605397,within
0.684998,within
0.657679,within
0.668558,within
0.589465,within
0.838176,within
0.633645,within
0.964760,within
0.788987,within
0.884334,within
0.796204,within
0.790043,within
0.737111,within
0.771157,within
0.638952,within
0.750690,within
0.683369,within
0.695946,within
0.669284,within
0.668846,within
0.603973,within
0.795723,within
0.673387,within
0.844993,within
0.686429,within
0.789905,within
0.903091,within
0.872642,within
0.759986,within
0.747163,within
0.737585,within
0.713308,within
0.747011,within
0.792937,within
0.760621,within
0.714762,within
0.893677,within
0.805830,within
0.718324,within
0.689600,within
0.658342,within
0.825483,within
0.768004,within
0.848875,within
0.738845,within
0.664840,within
0.877548,within
0.777880,within
0.786744,within
0.718848,within
0.822017,within
0.783751,within
0.765544,within
0.588162,within
0.583638,within
0.662127,within
0.604709,within
0.571574,within
0.655670,within
0.628377,within
0.660826,within
0.653076,within
0.803653,within
0.752018,within
0.909851,within
0.679072,within
0.730373,within
0.749914,within
0.802814,within
0.553744,within
0.632816,within
0.727244,within
0.642909,within
0.729838,within
0.643283,within
0.707304,within
0.771818,within
0.773720,within
0.717401,within
0.899359,within
0.886089,within
0.829445,within
0.805496,within
0.679576,within
0.659939,within
0.821887,within
0.713961,within
0.685714,within
0.612150,within
0.612844,within
0.732403,within
0.802553,within
0.951395,within
0.802222,within
0.689018,within
0.782801,within
0.906788,within
0.960920,within
0.644215,within
0.675447,within
0.769499,within
0.654016,within
0.631397,within
0.819747,within
0.866673,within
0.945379,within
0.661039,within
0.763470,within
0.916373,within
0.983510,within
0.761804,within
0.794428,within
0.814849,within
0.705346,within
0.674096,within
0.620561,within
0.562016,within
0.649088,within
0.946149,within
0.919977,within
0.850290,within
0.898424,within
0.900520,within
0.811714,within
0.675767,within
0.587384,within
0.655167,within
0.585139,within
0.780803,within
0.642689,within
0.651683,within
0.629487,within
0.672798,within
0.682255,within
0.896316,within
0.907149,within
0.785806,within
0.703233,within
0.761229,within
0.703573,within
0.814685,within
0.736519,within
0.609725,within
0.690055,within
0.637002,within
0.842798,within
0.909725,within
0.795503,within
0.785641,within
0.838308,within
0.855240,within
0.874688,within
0.939078,within
0.647496,within
0.894755,within
0.784991,within
0.647383,within
0.699415,within
0.974609,within
0.891632,within
0.786499,within
0.768581,within
0.804934,within
0.808595,within
0.767960,within
0.829533,within
0.923000,within
0.799378,within
0.746808,within
0.745621,within
0.609571,within
0.608719,within
0.793686,within
0.818393,within
0.907275,within
0.907023,within
0.811742,within
0.812109,within
0.664634,within
0.682534,within
0.709521,within
0.664823,within
0.659463,within
0.672584,within
0.951566,within
0.890861,within
0.676744,within
0.636516,within
0.689345,within
0.771454,within
0.622328,within
0.576063,within
0.525431,within
0.645120,within
0.597274,within
0.727186,within
0.558553,within
0.659123,within
0.807673,within
0.805907,within
0.799934,within
0.796054,within
0.686457,within
0.600094,within
0.830359,within
0.679624,within
0.815012,within
0.814468,within
0.777314,within
0.762427,within
0.682413,within
0.779366,within
0.699579,within
0.726565,within
0.682657,within
0.775837,within
0.924220,within
0.921379,within
0.905318,within
0.826768,within
0.834129,within
0.723823,within
0.751272,within
0.673836,within
0.739670,within
0.802579,within
0.725959,within
0.921126,within
0.795344,within
0.675730,within
0.713153,within
0.913955,within
0.816692,within
0.659248,within
0.678023,within
0.841064,within
0.758871,within
0.718974,within
0.622599,within
0.646249,within
0.774189,within
0.920104,within
0.920268,within
0.895091,within
0.893589,within
0.809116,within
0.850884,within
0.654953,within
0.713013,within
0.839176,within
0.660220,within
0.768066,within
0.638020,within
0.710944,within
0.681057,within
0.677307,within
0.670455,within
0.660026,within
0.743423,within
0.601280,within
0.631037,within
0.616094,within
0.693975,within
0.680740,within
0.583377,within
0.737738,within
0.616570,within
0.637815,within
0.613889,within
0.803525,within
0.877295,within
0.785212,within
0.795414,within
0.809669,within
0.802421,within
0.855736,within
0.699062,within
0.744397,within
0.718720,within
0.719515,within
0.611595,within
0.757122,within
0.625804,within
0.765235,within
0.967992,within
0.693996,within
0.691302,within
0.843057,within
0.706753,within
0.707002,within
0.710282,within
0.656382,within
0.718166,within
0.687598,within
0.676458,within
0.701917,within
0.680931,within
0.812983,within
0.784650,within
0.818725,within
0.607078,within
0.710814,within
0.767507,within
0.647086,within
0.578664,within
0.788232,within
0.634403,within
0.935265,within
0.627241,within
0.781170,within
0.635625,within
0.884321,within
0.847247,within
0.756204,within
0.682909,within
0.714573,within
0.697406,within
0.731841,within
0.641276,within
0.728954,within
0.610715,within
0.618741,within
0.750749,within
0.793898,within
0.846476,within
0.884402,within
0.848485,within
0.786891,within
0.803495,within
0.654443,within
0.834064,within
0.765022,within
0.664630,within
0.599791,within
0.758261,within
0.771428,within
0.786341,within
0.797754,within
0.616312,within
0.623750,within
0.665015,within
0.708443,within
0.761377,within
0.729317,within
0.699164,within
0.791468,within
0.676962,within
0.631459,within
0.618919,within
0.913096,within
0.885116,within
0.699757,within
0.700098,within
0.876227,within
0.787880,within
0.769433,within
0.958611,within
0.598273,within
0.669417,within
0.738766,within
0.591680,within
0.595857,within
0.693291,within
0.894977,within
0.890748,within
0.889157,within
0.887541,within
0.694037,within
0.814151,within
0.853359,within
0.873924,within
0.862574,within
0.762571,within
0.671434,within
0.655133,within
0.646017,within
0.700982,within
0.709858,within
0.667193,within
0.917380,within
0.906092,within
0.763397,within
0.778367,within
0.790096,within
0.857163,within
0.805916,within
0.716520,within
0.689573,within
0.573828,within
0.660343,within
0.592388,within
0.631167,within
0.646445,within
0.796803,within
0.883702,within
0.670090,within
0.840955,within
0.794867,within
0.601545,within
0.724601,within
0.684218,within
0.648975,within
0.599160,within
0.730254,within
0.756807,within
0.770566,within
0.793161,within
0.737386,within
0.897061,within
0.647556,within
0.896528,within
0.840437,within
0.923649,within
0.560553,within
0.732551,within
0.870558,within
0.868816,within
0.775748,within
0.809085,within
0.795591,within
0.764682,within
0.788811,within
0.798040,within
0.883084,within
0.672282,within
0.719802,within
0.799366,within
0.670801,within
0.719384,within
0.718161,within
0.645496,within
0.936704,within
0.710958,within
0.755422,within
0.828422,within
0.875000,within
0.875000,within
0.875000,within
0.766853,within
0.756891,within
0.683158,within
0.897376,within
0.790211,within
0.646239,within
0.718976,within
0.838131,within
0.845745,within
0.827377,within
0.672269,within
0.749989,within
0.812572,within
0.752578,within
0.748659,within
0.786481,within
0.640787,within
0.957740,within
0.663686,within
0.956460,within
0.903016,within
0.761182,within
0.687076,within
0.786211,within
0.930702,within
0.900452,within
0.796801,within
0.843489,within
0.651194,within
0.930707,within
0.889990,within
0.767479,within
0.666270,within
0.888387,within
0.805383,within
0.846723,within
0.657411,within
0.786927,within
0.735260,within
0.624035,within
0.629328,within
0.892831,within
0.924788,within
0.667756,within
0.710799,within
0.871273,within
0.921878,within
0.917699,within
0.766820,within
0.749326,within
0.702325,within
0.767654,within
0.764400,within
0.780477,within
0.791891,within
0.768268,within
0.923172,within
0.687773,within
0.660808,within
0.791563,within
0.784945,within
0.552207,within
0.812313,within
0.633337,within
0.574208,within
0.670831,within
0.693678,within
0.684075,within
0.682104,within
0.657907,within
0.909159,within
0.856490,within
0.820414,within
0.685761,within
0.613088,within
0.703494,within
0.737146,within
0.768690,within
0.649497,within
0.645367,within
0.735442,within
0.652364,within
0.904359,within
0.771323,within
0.758912,within
0.675039,within
0.678549,within
0.662798,within
0.598981,within
0.760738,within
0.780385,within
0.685023,within
0.686648,within
0.503758,within
0.674096,within
0.719627,within
0.659894,within
0.900590,within
0.671584,within
0.939306,within
0.763976,within
0.641194,within
0.607083,within
0.654447,within
0.687118,within
0.734599,within
0.673003,within
0.696304,within
0.702764,within
0.728308,within
0.685798,within
0.654616,within
0.690424,within
0.645975,within
0.681003,within
0.608156,within
0.835727,within
0.717592,within
0.739634,within
0.671987,within
0.545524,within
0.686286,within
0.571489,within
0.899419,within
0.811853,within
0.590146,within
0.742376,within
0.769859,within
0.795427,within
0.773992,within
0.766194,within
0.751860,within
0.681446,within
0.673175,within
0.727756,within
0.635342,within
0.697910,within
0.681629,within
0.697459,within
0.779155,within
0.730368,within
0.753917,within
0.876503,within
0.936064,within
0.768083,within
0.807183,within
0.737970,within
0.724562,within
0.807619,within
0.637855,within
0.782383,within
0.655033,within
0.644439,within
0.890015,within
0.711623,within
0.694427,within
0.726452,within
0.605265,within
0.685407,within
0.746481,within
0.624687,within
0.591474,within
0.679302,within
0.692767,within
0.665278,within
0.782509,within
0.742600,within
0.753723,within
0.662722,within
0.656719,within
0.821224,within
0.830731,within
0.625656,within
0.735082,within
0.651032,within
0.618253,within
0.705498,within
0.693164,within
0.675498,within
0.663182,within
0.828229,within
0.647284,within
0.653951,within
0.754763,within
0.667854,within
0.602467,within
0.574838,within
0.768528,within
0.570695,within
0.726740,within
0.678077,within
0.778475,within
0.556651,within
0.532774,within
0.770645,within
0.730413,within
0.747278,within
0.675159,within
0.804833,within
0.820106,within
0.801985,within
0.824793,within
0.854814,within
0.765625,within
0.785467,within
0.723672,within
0.835295,within
0.850246,within
0.608966,within
0.737731,within
0.677343,within
0.682937,within
0.625934,within
0.595608,within
0.667675,within
0.682823,within
0.760275,within
0.686872,within
0.952058,within
0.743318,within
0.758298,within
0.658512,within
0.702662,within
0.705165,within
0.830795,within
0.692517,within
0.644546,within
0.652361,within
0.745685,within
0.598211,within
0.637635,within
0.881796,within
0.694435,within
0.743797,within
0.708028,within
0.751335,within
0.732954,within
0.660961,within
0.613456,within
0.642174,within
0.597935,within
0.810843,within
0.796083,within
0.664073,within
0.739952,within
0.913513,within
0.925786,within
0.716423,within
0.796584,within
0.610853,within
0.657458,within
0.726160,within
0.682917,within
0.692973,within
0.676469,within
0.651956,within
0.673766,within
0.781651,within
0.785898,within
0.727445,within
0.780576,within
0.921954,within
0.661226,within
0.653019,within
0.632657,within
0.650266,within
0.834102,within
0.757436,within
0.581818,within
0.653340,within
0.671384,within
0.799181,within
0.627780,within
0.634574,within
0.752735,within
0.886430,within
0.890090,within
0.933856,within
0.753550,within
0.916901,within
0.791178,within
0.842374,within
0.719292,within
0.836056,within
0.780015,within
0.820305,within
0.815468,within
0.664415,within
0.763748,within
0.771554,within
0.791152,within
0.636353,within
0.608201,within
0.611142,within
0.707519,within
0.630289,within
0.579312,within
0.604580,within
0.716082,within
0.588535,within
0.616868,within
0.774585,within
0.679239,within
0.968755,within
0.700663,within
0.764628,within
0.899256,within
0.748798,within
0.737820,within
0.671719,within
0.566167,within
0.618206,within
0.701067,within
0.863167,within
0.657798,within
0.613539,within
0.630515,within
0.678696,within
0.694034,within
0.761099,within
0.670977,within
0.551408,within
0.868914,within
0.698789,within
0.814663,within
0.643322,within
0.598262,within
0.688707,within
0.690866,within
0.799989,within
0.905166,within
0.888734,within
0.705395,within
0.811577,within
0.857745,within
0.647620,within
0.690416,within
0.657349,within
0.695724,within
0.703225,within
0.736749,within
0.742448,within
0.639874,within
0.650843,within
0.657070,within
0.823784,within
0.887376,within
0.674429,within
0.854094,within
0.606928,within
0.549772,within
0.651349,within
0.659921,within
0.706631,within
0.620332,within
0.591160,within
0.755671,within
0.804630,within
0.757544,within
0.654603,within
0.721480,within
0.878424,within
0.899132,within
0.722042,within
0.730767,within
0.674267,within
0.700433,within
0.643069,within
0.572988,within
0.621566,within
0.696085,within
0.862430,within
0.804572,within
0.700524,within
0.625512,within
0.502900,within
0.976199,within
0.715463,within
0.634070,within
0.770713,within
0.638841,within
0.656293,within
0.671083,within
0.605852,within
0.683344,within
0.789403,within
0.718419,within
0.807257,within
0.704632,within
0.590927,within
0.571736,within
0.780389,within
0.771969,within
0.734340,within
0.593990,within
0.735730,within
0.880844,within
0.811946,within
0.688965,within
0.852474,within
0.775728,within
0.829695,within
0.913254,within
0.725121,within
0.792813,within
0.673392,within
0.856051,within
0.665994,within
0.615786,within
0.658470,within
0.675530,within
0.823733,within
0.738979,within
0.749080,within
0.898707,within
0.734497,within
0.755307,within
0.626474,within
0.711909,within
0.843172,within
0.743976,within
0.606951,within
0.625185,within
0.941454,within
0.634697,within
0.838733,within
0.770200,within
0.777725,within
0.799360,within
0.737616,within
0.731088,within
0.848499,within
0.787796,within
0.684467,within
0.667699,within
0.719830,within
0.735370,within
0.641374,within
0.690727,within
0.683164,within
0.682937,within
0.650235,within
0.886859,within
0.797959,within
0.750962,within
0.778916,within
0.631590,within
0.681369,within
0.681846,within
0.662064,within
0.616171,within
0.677912,within
0.653843,within
0.809946,within
0.645085,within
0.623347,within
0.639864,within
0.655395,within
0.713131,within
0.592919,within
0.794130,within
0.751770,within
0.769767,within
0.900975,within
0.586703,within
0.593622,within
0.791764,within
0.790174,within
0.776491,within
0.775266,within
0.740604,within
0.881190,within
0.754573,within
0.753258,within
0.699720,within
0.668252,within
0.668906,within
0.656374,within
0.658571,within
0.615278,within
0.746889,within
0.661151,within
0.743016,within
0.674966,within
0.869155,within
0.759544,within
0.817363,within
0.658317,within
0.725083,within
0.707009,within
0.787233,within
0.742010,within
0.725070,within
0.775494,within
0.682655,within
0.901143,within
0.681097,within
0.679137,within
0.725795,within
0.828302,within
0.821125,within
0.654217,within
0.721448,within
0.607981,within
0.594975,within
0.583495,within
0.823283,within
0.831061,within
0.831149,within
0.816540,within
0.850037,within
0.736414,within
0.649189,within
0.664609,within
0.671479,within
0.795300,within
0.874498,within
0.696235,within
0.701023,within
0.784746,within
0.713001,within
0.705367,within
0.791160,within
0.632819,within
0.597497,within
0.699293,within
0.785663,within
0.625342,within
0.722939,within
0.664477,within
0.903879,within
0.781292,within
0.802527,within
0.636136,within
0.711278,within
0.825277,within
0.790955,within
0.673914,within
0.668445,within
0.547745,within
0.686402,within
0.673595,within
0.732744,within
0.697918,within
0.855394,within
0.683114,within
0.933814,within
0.682307,within
0.722144,within
0.854988,within
0.651670,within
0.668455,within
0.652961,within
0.635238,within
0.759133,within
0.704071,within
0.663018,within
0.639684,within
0.591018,within
0.712844,within
0.692677,within
0.712695,within
0.721322,within
0.687980,within
0.758632,within
0.738877,within
0.708646,within
0.769296,within
0.786013,within
0.878882,within
0.754713,within
0.776220,within
0.758453,within
0.740353,within
0.732400,within
0.703332,within
0.649556,within
0.735913,within
0.636593,within
0.653709,within
0.800961,within
0.847534,within
0.831852,within
0.822900,within
0.772523,within
0.670130,within
0.807399,within
0.892388,within
0.664142,within
0.714321,within
0.775342,within
0.626608,within
0.758025,within
0.895090,within
0.832334,within
0.858672,within
0.655963,within
0.721115,within
0.791513,within
0.804121,within
0.624071,within
0.866740,within
0.668565,within
0.769933,within
0.606820,within
0.722995,within
0.714469,within
0.630002,within
0.691799,within
0.705501,within
0.797862,within
0.892201,within
0.903102,within
0.931857,within
0.679285,within
0.657786,within
0.797483,within
0.873614,within
0.794098,within
0.779754,within
0.777297,within
0.595893,within
0.717952,within
0.876880,within
0.720472,within
0.708267,within
0.903387,within
0.702333,within
0.786365,within
0.835336,within
0.694319,within
0.562884,within
0.734913,within
0.779242,within
0.788835,within
0.587013,within
0.773505,within
0.675589,within
0.662237,within
0.714956,within
0.682887,within
0.789672,within
0.726145,within
0.722105,within
0.809289,within
0.761930,within
0.767884,within
0.711269,within
0.701769,within
0.859827,within
0.709397,within
0.693653,within
0.815131,within
0.640946,within
0.649213,within
0.628943,within
0.707708,within
0.912654,within
0.832219,within
0.821707,within
0.723728,within
0.641952,within
0.898796,within
0.813660,within
0.844411,within
0.686229,within
0.636078,within
0.707707,within
0.760136,within
0.657447,within
0.767090,within
0.827968,within
0.938195,within
0.702348,within
0.851540,within
0.777924,within
0.844928,within
0.895382,within
0.750324,within
0.878572,within
0.776769,within
0.679236,within
0.842650,within
0.657864,within
0.658708,within
0.691878,within
0.651722,within
0.879400,within
0.876008,within
0.736715,within
0.753183,within
0.756272,within
0.628475,within
0.772343,within
0.979028,within
0.741185,within
0.901806,within
0.686395,within
0.667872,within
0.757383,within
0.703316,within
0.799293,within
0.895031,within
0.736467,within
0.663748,within
0.674045,within
0.649864,within
0.631832,within
0.625767,within
0.747452,within
0.740008,within
0.622894,within
0.676187,within
0.662553,within
0.647795,within
0.808802,within
0.623279,within
0.645656,within
0.902810,within
0.633675,within
0.671838,within
0.901783,within
0.744560,within
0.835862,within
0.599237,within
0.920370,within
0.703915,within
0.770121,within
0.635090,within
0.582405,within
0.665171,within
0.661769,within
0.687297,within
0.932191,within
0.859150,within
0.802434,within
0.784107,within
0.643328,within
0.565038,within
0.655868,within
0.571937,within
0.700547,within
0.745366,within
0.625896,within
0.700495,within
0.546476,within
0.772459,within
0.596742,within
0.750428,within
0.798153,within
0.682312,within
0.669473,within
0.751224,within
0.755940,within
0.602229,within
0.748496,within
0.690499,within
0.766049,within
0.643706,within
0.869024,within
0.781780,within
0.801643,within
0.814969,within
0.846533,within
0.645216,within
0.807623,within
0.693661,within
0.667728,within
0.653218,within
0.750632,within
0.748719,within
0.644311,within
0.764254,within
0.625107,within
0.645931,within
0.765315,within
0.777708,within
0.875751,within
0.758526,within
0.897093,within
0.841124,within
0.713018,within
0.692613,within
0.646675,within
0.676346,within
0.712058,within
0.706913,within
0.731415,within
0.758359,within
0.649437,within
0.808911,within
0.883319,within
0.806651,within
0.916354,within
0.672497,within
0.779771,within
0.633908,within
0.731502,within
0.736502,within
0.886322,within
0.662916,within
